for_date,daily_mape,zone,model
2026-06-26 05:30:00,,MAC,LSTM
2026-06-26 06:00:00,,MAC,LSTM
2026-06-26 06:30:00,,MAC,LSTM
2026-06-26 07:00:00,,MAC,LSTM
2026-06-26 07:30:00,,MAC,LSTM
2026-06-26 08:00:00,,MAC,LSTM
2026-06-26 08:30:00,,MAC,LSTM
2026-06-26 09:00:00,,MAC,LSTM
2026-06-26 09:30:00,,MAC,LSTM
2026-06-26 10:00:00,,MAC,LSTM
2026-06-26 10:30:00,,MAC,LSTM
2026-06-26 11:00:00,,MAC,LSTM
2026-06-26 11:30:00,,MAC,LSTM
2026-06-26 12:00:00,,MAC,LSTM
2026-06-26 12:30:00,,MAC,LSTM
2026-06-26 13:00:00,,MAC,LSTM
2026-06-26 13:30:00,,MAC,LSTM
2026-06-26 14:00:00,,MAC,LSTM
2026-06-26 14:30:00,,MAC,LSTM
2026-06-26 15:00:00,,MAC,LSTM
2026-06-26 15:30:00,,MAC,LSTM
2026-06-26 16:00:00,,MAC,LSTM
2026-06-26 16:30:00,,MAC,LSTM
2026-06-26 17:00:00,,MAC,LSTM
2026-06-26 17:30:00,,MAC,LSTM
2026-06-26 18:00:00,,MAC,LSTM
2026-06-26 18:30:00,,MAC,LSTM
2026-06-26 19:00:00,,MAC,LSTM
2026-06-26 19:30:00,,MAC,LSTM
2026-06-26 20:00:00,,MAC,LSTM
2026-06-26 20:30:00,,MAC,LSTM
2026-06-26 21:00:00,,MAC,LSTM
2026-06-26 21:30:00,,MAC,LSTM
2026-06-26 22:00:00,,MAC,LSTM
2026-06-26 22:30:00,,MAC,LSTM
2026-06-26 23:00:00,,MAC,LSTM
2026-06-26 23:30:00,,MAC,LSTM
2026-06-27 00:00:00,,MAC,LSTM
2026-06-27 00:30:00,,MAC,LSTM
2026-06-27 01:00:00,,MAC,LSTM
2026-06-27 01:30:00,,MAC,LSTM
2026-06-27 02:00:00,,MAC,LSTM
2026-06-27 02:30:00,,MAC,LSTM
2026-06-27 03:00:00,,MAC,LSTM
2026-06-27 03:30:00,,MAC,LSTM
2026-06-27 04:00:00,,MAC,LSTM
2026-06-27 04:30:00,,MAC,LSTM
2026-06-27 05:00:00,,MAC,LSTM
2026-06-27 05:30:00,,MAC,LSTM
2026-06-27 06:00:00,,MAC,LSTM
2026-06-27 06:30:00,,MAC,LSTM
2026-06-27 07:00:00,,MAC,LSTM
2026-06-27 07:30:00,,MAC,LSTM
2026-06-27 08:00:00,,MAC,LSTM
2026-06-27 08:30:00,,MAC,LSTM
2026-06-27 09:00:00,,MAC,LSTM
2026-06-27 09:30:00,,MAC,LSTM
2026-06-27 10:00:00,,MAC,LSTM
2026-06-27 10:30:00,,MAC,LSTM
2026-06-27 11:00:00,,MAC,LSTM
2026-06-27 11:30:00,,MAC,LSTM
2026-06-27 12:00:00,,MAC,LSTM
2026-06-27 12:30:00,,MAC,LSTM
2026-06-27 13:00:00,,MAC,LSTM
2026-06-27 13:30:00,,MAC,LSTM
2026-06-27 14:00:00,,MAC,LSTM
2026-06-27 14:30:00,,MAC,LSTM
2026-06-27 15:00:00,,MAC,LSTM
2026-06-27 15:30:00,,MAC,LSTM
2026-06-27 16:00:00,,MAC,LSTM
2026-06-27 16:30:00,,MAC,LSTM
2026-06-27 17:00:00,,MAC,LSTM
2026-06-27 17:30:00,,MAC,LSTM
2026-06-27 18:00:00,,MAC,LSTM
2026-06-27 18:30:00,,MAC,LSTM
2026-06-27 19:00:00,,MAC,LSTM
2026-06-27 19:30:00,,MAC,LSTM
2026-06-27 20:00:00,,MAC,LSTM
2026-06-27 20:30:00,,MAC,LSTM
2026-06-27 21:00:00,,MAC,LSTM
2026-06-27 21:30:00,,MAC,LSTM
2026-06-27 22:00:00,,MAC,LSTM
2026-06-27 22:30:00,,MAC,LSTM
2026-06-27 23:00:00,,MAC,LSTM
2026-06-27 23:30:00,,MAC,LSTM
2026-06-28 00:00:00,,MAC,LSTM
2026-06-28 00:30:00,,MAC,LSTM
2026-06-28 01:00:00,,MAC,LSTM
2026-06-28 01:30:00,,MAC,LSTM
2026-06-28 02:00:00,,MAC,LSTM
2026-06-28 02:30:00,,MAC,LSTM
2026-06-28 03:00:00,,MAC,LSTM
2026-06-28 03:30:00,,MAC,LSTM
2026-06-28 04:00:00,,MAC,LSTM
2026-06-28 04:30:00,,MAC,LSTM
2026-06-28 05:00:00,,MAC,LSTM
2026-06-28 05:30:00,,MAC,LSTM
2026-06-28 06:00:00,,MAC,LSTM
2026-06-28 06:30:00,,MAC,LSTM
2026-06-28 07:00:00,,MAC,LSTM
2026-06-28 07:30:00,,MAC,LSTM
2026-06-28 08:00:00,,MAC,LSTM
2026-06-28 08:30:00,,MAC,LSTM
2026-06-28 09:00:00,,MAC,LSTM
2026-06-28 09:30:00,,MAC,LSTM
2026-06-28 10:00:00,,MAC,LSTM
2026-06-28 10:30:00,,MAC,LSTM
2026-06-28 11:00:00,,MAC,LSTM
2026-06-28 11:30:00,,MAC,LSTM
2026-06-28 12:00:00,,MAC,LSTM
2026-06-28 12:30:00,,MAC,LSTM
2026-06-28 13:00:00,,MAC,LSTM
2026-06-28 13:30:00,,MAC,LSTM
2026-06-28 14:00:00,,MAC,LSTM
2026-06-28 14:30:00,,MAC,LSTM
2026-06-28 15:00:00,,MAC,LSTM
2026-06-28 15:30:00,,MAC,LSTM
2026-06-28 16:00:00,,MAC,LSTM
2026-06-28 16:30:00,,MAC,LSTM
2026-06-28 17:00:00,,MAC,LSTM
2026-06-28 17:30:00,,MAC,LSTM
2026-06-28 18:00:00,,MAC,LSTM
2026-06-28 18:30:00,,MAC,LSTM
2026-06-28 19:00:00,,MAC,LSTM
2026-06-28 19:30:00,,MAC,LSTM
2026-06-28 20:00:00,,MAC,LSTM
2026-06-28 20:30:00,,MAC,LSTM
2026-06-28 21:00:00,,MAC,LSTM
2026-06-28 21:30:00,,MAC,LSTM
2026-06-28 22:00:00,,MAC,LSTM
2026-06-28 22:30:00,,MAC,LSTM
2026-06-28 23:00:00,,MAC,LSTM
2026-06-28 23:30:00,,MAC,LSTM
2026-06-29 00:00:00,,MAC,LSTM
2026-06-29 00:30:00,,MAC,LSTM
2026-06-29 01:00:00,,MAC,LSTM
2026-06-29 01:30:00,,MAC,LSTM
2026-06-29 02:00:00,,MAC,LSTM
2026-06-29 02:30:00,,MAC,LSTM
2026-06-29 03:00:00,,MAC,LSTM
2026-06-29 03:30:00,,MAC,LSTM
2026-06-29 04:00:00,,MAC,LSTM
2026-06-29 04:30:00,,MAC,LSTM
2026-06-29 05:00:00,,MAC,LSTM
2026-06-29 05:30:00,,MAC,LSTM
2026-06-29 06:00:00,,MAC,LSTM
2026-06-29 06:30:00,,MAC,LSTM
2026-06-29 07:00:00,,MAC,LSTM
2026-06-29 07:30:00,,MAC,LSTM
2026-06-29 08:00:00,,MAC,LSTM
2026-06-29 08:30:00,,MAC,LSTM
2026-06-29 09:00:00,,MAC,LSTM
2026-06-29 09:30:00,,MAC,LSTM
2026-06-29 10:00:00,,MAC,LSTM
2026-06-29 10:30:00,,MAC,LSTM
2026-06-29 11:00:00,,MAC,LSTM
2026-06-29 11:30:00,,MAC,LSTM
2026-06-29 12:00:00,,MAC,LSTM
2026-06-29 12:30:00,,MAC,LSTM
2026-06-29 13:00:00,,MAC,LSTM
2026-06-29 13:30:00,,MAC,LSTM
2026-06-29 14:00:00,,MAC,LSTM
2026-06-29 14:30:00,,MAC,LSTM
2026-06-29 15:00:00,,MAC,LSTM
2026-06-29 15:30:00,,MAC,LSTM
2026-06-29 16:00:00,,MAC,LSTM
2026-06-29 16:30:00,,MAC,LSTM
2026-06-29 17:00:00,,MAC,LSTM
2026-06-29 17:30:00,,MAC,LSTM
2026-06-29 18:00:00,,MAC,LSTM
2026-06-29 18:30:00,,MAC,LSTM
2026-06-29 19:00:00,,MAC,LSTM
2026-06-29 19:30:00,,MAC,LSTM
2026-06-29 20:00:00,,MAC,LSTM
2026-06-29 20:30:00,,MAC,LSTM
2026-06-29 21:00:00,,MAC,LSTM
2026-06-29 21:30:00,,MAC,LSTM
2026-06-29 22:00:00,,MAC,LSTM
2026-06-29 22:30:00,,MAC,LSTM
2026-06-29 23:00:00,,MAC,LSTM
2026-06-29 23:30:00,,MAC,LSTM
2026-06-30 00:00:00,,MAC,LSTM
2026-06-24 00:30:00,6.31970791797289,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-24 01:00:00,7.134329602227001,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-24 01:30:00,8.173378851887287,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-24 02:00:00,8.736578699348646,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-24 02:30:00,7.160542140826072,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-24 03:00:00,7.653990798165122,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-24 03:30:00,6.068182011438543,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-24 04:00:00,5.371410872937527,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-24 04:30:00,4.523292663006353,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-24 05:00:00,4.626184001488846,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-24 05:30:00,4.803676992498047,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-24 06:00:00,5.16861267245944,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-24 06:30:00,5.148813683467767,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-24 07:00:00,5.649600888415334,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-24 07:30:00,2.7825896025919046,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-24 08:00:00,1.800574004292196,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-24 08:30:00,1.3626086867784475,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-24 09:00:00,1.597878939652377,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-24 09:30:00,1.7053258652397656,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-24 10:00:00,0.5651586863966942,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-24 10:30:00,1.157588840227427,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-24 11:00:00,1.535263238480777,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-24 11:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-24 12:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-24 12:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-24 13:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-24 13:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-24 14:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-24 14:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-24 15:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-24 15:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-24 16:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-24 16:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-24 17:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-24 17:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-24 18:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-24 18:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-24 19:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-24 19:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-24 20:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-24 20:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-24 21:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-24 21:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-24 22:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-24 22:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-24 23:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-24 23:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 00:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 00:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 01:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 01:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 02:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 02:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 03:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 03:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 04:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 04:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 05:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 05:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 06:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 06:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 07:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 07:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 08:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 08:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 09:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 09:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 10:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 10:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 11:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 11:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 12:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 12:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 13:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 13:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 14:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 14:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 15:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 15:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 16:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 16:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 17:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 17:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 18:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 18:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 19:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 19:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 20:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 20:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 21:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 21:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 22:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 22:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 23:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 23:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-26 00:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-26 00:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-26 01:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-26 01:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-26 02:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-26 02:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-26 03:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-26 03:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-26 04:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-26 04:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-26 05:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-26 05:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-26 06:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-26 06:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-26 07:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-26 07:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-26 08:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-26 08:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-26 09:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-26 09:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-26 10:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-26 10:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-26 11:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-26 11:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-26 12:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-26 12:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-26 13:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-26 13:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-26 14:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-26 14:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-26 15:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-26 15:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-26 16:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-26 16:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-26 17:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-26 17:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-26 18:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-26 18:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-26 19:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-26 19:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-26 20:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-26 20:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-26 21:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-26 21:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-26 22:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-26 22:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-26 23:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-26 23:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-27 00:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-27 00:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-27 01:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-27 01:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-27 02:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-27 02:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-27 03:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-27 03:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-27 04:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-27 04:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-27 05:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-27 05:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-27 06:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-27 06:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-27 07:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-27 07:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-27 08:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-27 08:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-27 09:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-27 09:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-27 10:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-27 10:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-27 11:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-27 11:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-27 12:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-27 12:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-27 13:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-27 13:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-27 14:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-27 14:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-27 15:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-27 15:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-27 16:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-27 16:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-27 17:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-27 17:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-27 18:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-27 18:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-27 19:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-27 19:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-27 20:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-27 20:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-27 21:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-27 21:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-27 22:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-27 22:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-27 23:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-27 23:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-28 00:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-28 00:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-28 01:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-28 01:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-28 02:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-28 02:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-28 03:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-28 03:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-28 04:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-28 04:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-28 05:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-28 05:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-28 06:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-28 06:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-28 07:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-28 07:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-28 08:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-28 08:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-28 09:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-28 09:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-28 10:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-28 10:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-28 11:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-28 11:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-28 12:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-28 12:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-28 13:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-28 13:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-28 14:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-28 14:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-28 15:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-28 15:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-28 16:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-28 16:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-28 17:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-28 17:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-28 18:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-28 18:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-28 19:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-28 19:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-28 20:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-28 20:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-28 21:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-28 21:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-28 22:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-28 22:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-28 23:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-28 23:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-29 00:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-29 00:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-29 01:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-29 01:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-29 02:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-29 02:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-29 03:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-29 03:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-29 04:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-29 04:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-29 05:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-29 05:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-29 06:00:00,,MAC,Ensemble_XGB_LGBM_LSTM
2026-06-29 06:30:00,,MAC,Ensemble_XGB_LGBM_LSTM
